query,actual_output,expected_output,correctness_score,pass,reason
Các chương trình sau đại học tại HCMUT là gì?,"['this site. The ""HCMUT"" account provides access to many resources including the HCMUT Information System, e-mail, ... \nFor security reasons, please Exit your web browser when you are done accessing services that require authentication!\n### Technical support\n  * E-mail: support@hcmut.edu.vn\n  * Tel: (84-8) 38647256 - 5200 \n\n\n[](http://www.hcmut.edu.vn ""go to HCMUT home page"")\nCopyright © 2011 - 2012 Ho Chi Minh University of Technology. All rights reserved.\nPowered by [Jasig CAS 3.5.1](http://www.jasig.org/cas)', 'quan ảo](https://hcmut.edu.vn/virtual-tour)\n  * Xem thêm\n    * [SINH VIÊN](https://hcmut.edu.vn/student-page)\n    * [GIẢNG VIÊN VÀ CÁN BỘ](https://hcmut.edu.vn/user)\n    * [CỰU SINH VIÊN](https://bka.hcmut.edu.vn/)\n    * [LIÊN HỆ](https://hcmut.edu.vn/contact)\n  * [](https://hcmut.edu.vn/user)![](https://hcmut.edu.vn/img/flag/en.png?t=2)\n\n\n### Bạn cần phải đăng nhập để thực hiện quá trình này\n[![HCMUT Logo](https://hcmut.edu.vn/img/bk.png) Đăng nhập với tài khoản HCMUT](https://hcmut.edu.vn/auth/cas?route=/user)\n[Hoặc đăng nhập với tài khoản khác](https://hcmut.edu.vn/user)\nEmail\nMật khẩu\nĐăng nhập\n[Quên mật khẩu?](https://hcmut.edu.vn/user)\n* * *\n* * *\n![logo](https://hcmut.edu.vn/img/logo.jpg?t=26899198)\nĐẠI HỌC QUỐC GIA THÀNH PHỐ HỒ CHÍ MINH\nTRƯỜNG ĐẠI HỌC BÁCH KHOA\nCơ sở Lý Thường Kiệt: 268 Lý Thường Kiệt, Phường 14, Quận 10, TP. HCM[ (Bản đồ)](https://www.google.com/maps/place/Ho+Chi+Minh+City+University+of+Technology/@10.7771353,106.6600527,16.23z/data=!4m12!1m6!3m5!1s0x31752ec3c161a3fb:0xef77cd47a1cc691e!2sHo+Chi+Minh+City+University+of+Technology!8m2!3d10.7733743!4d106.6606193!3m4!1s0x31752ec3c161a3fb:0xef77cd47a1cc691e!8m2!3d10.7733743!4d106.6606193)\nCơ sở Dĩ An:']","Thạc sĩ, tiến sĩ kỹ thuật, công nghệ, quản lý, xem chi tiết trên hcmut.edu.vn.",,False,"Metrics: Correctness (GEval) (score: 0.007585817323116977, threshold: 0.5, strict: False, error: None) failed."
HCMUT cung cấp khóa sau đại học nào?,"['this site. The ""HCMUT"" account provides access to many resources including the HCMUT Information System, e-mail, ... \nFor security reasons, please Exit your web browser when you are done accessing services that require authentication!\n### Technical support\n  * E-mail: support@hcmut.edu.vn\n  * Tel: (84-8) 38647256 - 5200 \n\n\n[](http://www.hcmut.edu.vn ""go to HCMUT home page"")\nCopyright © 2011 - 2012 Ho Chi Minh University of Technology. All rights reserved.\nPowered by [Jasig CAS 3.5.1](http://www.jasig.org/cas)', '![BK](https://hcmut.edu.vn/auth/images/bk_logo.png)\n# Central Authentication Service\n## Enter your Username and Password\nUsername\nPassword\nWarn me before logging me into other sites.\n  * [Change password?](https://account.hcmut.edu.vn/)\n\n\n### Languages\n  * [Vietnamese](https://hcmut.edu.vn/auth/login?service=https://hcmut.edu.vn/auth/cas/result&locale=vi)\n  * [English ](https://hcmut.edu.vn/auth/login?service=https://hcmut.edu.vn/auth/cas/result&locale=en)\n\n\n### Please note\nThe Login page enables single sign-on to multiple websites at HCMUT. This means that you only have to enter your user name and password once for websites that subscribe to the Login page. \nYou will need to use your HCMUT Username and password to login to this site. The ""HCMUT"" account provides access to many resources including the HCMUT Information System, e-mail, ... \nFor security reasons,']","Thạc sĩ, tiến sĩ về kỹ thuật, công nghệ, quản lý, thông tin tại mục Giáo dục.",,False,"Metrics: Correctness (GEval) (score: 0.0, threshold: 0.5, strict: False, error: None) failed."
Chương trình sau đại học của HCMUT bao gồm gì?,"['this site. The ""HCMUT"" account provides access to many resources including the HCMUT Information System, e-mail, ... \nFor security reasons, please Exit your web browser when you are done accessing services that require authentication!\n### Technical support\n  * E-mail: support@hcmut.edu.vn\n  * Tel: (84-8) 38647256 - 5200 \n\n\n[](http://www.hcmut.edu.vn ""go to HCMUT home page"")\nCopyright © 2011 - 2012 Ho Chi Minh University of Technology. All rights reserved.\nPowered by [Jasig CAS 3.5.1](http://www.jasig.org/cas)', 'quan ảo](https://hcmut.edu.vn/virtual-tour)\n  * Xem thêm\n    * [SINH VIÊN](https://hcmut.edu.vn/student-page)\n    * [GIẢNG VIÊN VÀ CÁN BỘ](https://hcmut.edu.vn/user)\n    * [CỰU SINH VIÊN](https://bka.hcmut.edu.vn/)\n    * [LIÊN HỆ](https://hcmut.edu.vn/contact)\n  * [](https://hcmut.edu.vn/user)![](https://hcmut.edu.vn/img/flag/en.png?t=2)\n\n\n### Bạn cần phải đăng nhập để thực hiện quá trình này\n[![HCMUT Logo](https://hcmut.edu.vn/img/bk.png) Đăng nhập với tài khoản HCMUT](https://hcmut.edu.vn/auth/cas?route=/user)\n[Hoặc đăng nhập với tài khoản khác](https://hcmut.edu.vn/user)\nEmail\nMật khẩu\nĐăng nhập\n[Quên mật khẩu?](https://hcmut.edu.vn/user)\n* * *\n* * *\n![logo](https://hcmut.edu.vn/img/logo.jpg?t=26899198)\nĐẠI HỌC QUỐC GIA THÀNH PHỐ HỒ CHÍ MINH\nTRƯỜNG ĐẠI HỌC BÁCH KHOA\nCơ sở Lý Thường Kiệt: 268 Lý Thường Kiệt, Phường 14, Quận 10, TP. HCM[ (Bản đồ)](https://www.google.com/maps/place/Ho+Chi+Minh+City+University+of+Technology/@10.7771353,106.6600527,16.23z/data=!4m12!1m6!3m5!1s0x31752ec3c161a3fb:0xef77cd47a1cc691e!2sHo+Chi+Minh+City+University+of+Technology!8m2!3d10.7733743!4d106.6606193!3m4!1s0x31752ec3c161a3fb:0xef77cd47a1cc691e!8m2!3d10.7733743!4d106.6606193)\nCơ sở Dĩ An:']","Thạc sĩ, tiến sĩ kỹ thuật, công nghệ, quản lý, chi tiết trên hcmut.edu.vn.",,False,"Metrics: Correctness (GEval) (score: 0.0, threshold: 0.5, strict: False, error: None) failed."
HCMUT có khóa học sau đại học nào?,"['this site. The ""HCMUT"" account provides access to many resources including the HCMUT Information System, e-mail, ... \nFor security reasons, please Exit your web browser when you are done accessing services that require authentication!\n### Technical support\n  * E-mail: support@hcmut.edu.vn\n  * Tel: (84-8) 38647256 - 5200 \n\n\n[](http://www.hcmut.edu.vn ""go to HCMUT home page"")\nCopyright © 2011 - 2012 Ho Chi Minh University of Technology. All rights reserved.\nPowered by [Jasig CAS 3.5.1](http://www.jasig.org/cas)', 'quan ảo](https://hcmut.edu.vn/virtual-tour)\n  * Xem thêm\n    * [SINH VIÊN](https://hcmut.edu.vn/student-page)\n    * [GIẢNG VIÊN VÀ CÁN BỘ](https://hcmut.edu.vn/user)\n    * [CỰU SINH VIÊN](https://bka.hcmut.edu.vn/)\n    * [LIÊN HỆ](https://hcmut.edu.vn/contact)\n  * [](https://hcmut.edu.vn/user)![](https://hcmut.edu.vn/img/flag/en.png?t=2)\n\n\n### Bạn cần phải đăng nhập để thực hiện quá trình này\n[![HCMUT Logo](https://hcmut.edu.vn/img/bk.png) Đăng nhập với tài khoản HCMUT](https://hcmut.edu.vn/auth/cas?route=/user)\n[Hoặc đăng nhập với tài khoản khác](https://hcmut.edu.vn/user)\nEmail\nMật khẩu\nĐăng nhập\n[Quên mật khẩu?](https://hcmut.edu.vn/user)\n* * *\n* * *\n![logo](https://hcmut.edu.vn/img/logo.jpg?t=26899198)\nĐẠI HỌC QUỐC GIA THÀNH PHỐ HỒ CHÍ MINH\nTRƯỜNG ĐẠI HỌC BÁCH KHOA\nCơ sở Lý Thường Kiệt: 268 Lý Thường Kiệt, Phường 14, Quận 10, TP. HCM[ (Bản đồ)](https://www.google.com/maps/place/Ho+Chi+Minh+City+University+of+Technology/@10.7771353,106.6600527,16.23z/data=!4m12!1m6!3m5!1s0x31752ec3c161a3fb:0xef77cd47a1cc691e!2sHo+Chi+Minh+City+University+of+Technology!8m2!3d10.7733743!4d106.6606193!3m4!1s0x31752ec3c161a3fb:0xef77cd47a1cc691e!8m2!3d10.7733743!4d106.6606193)\nCơ sở Dĩ An:']","Thạc sĩ, tiến sĩ về kỹ thuật, công nghệ, quản lý, xem tại mục Giáo dục.",,False,"Metrics: Correctness (GEval) (score: 0.0, threshold: 0.5, strict: False, error: None) failed."
Đợt tuyển sinh thạc sĩ tiếp theo tại HCMUT khi nào?,"['2025 đợt 1"")\n  * Ngày 07/03/2025 [Thông báo thay đổi phòng học ngày 09/3/2025 (chủ nhật) tại tòa nhà A4 và B4 (cập nhật ngày 08/3/2025)](http://pgs.hcmut.edu.vn/vi/thong-bao/thac-si-tai-bach-khoa/item/3208-thong-bao-thay-doi-phong-hoc-ngay-09-3-2025-chu-nhat-tai-toa-nha-a4-va-b4 ""Thông báo thay đổi phòng học ngày 09/3/2025 \\(chủ nhật\\) tại tòa nhà A4 và B4 \\(cập nhật ngày 08/3/2025\\)"")\n  * Ngày 07/03/2025 [Điều kiện tham gia kỳ tuyển sinh đào tạo trình độ tiến sĩ năm 2025](http://pgs.hcmut.edu.vn/vi/tuyen-sinh/tien-si/dieu-kien-du-thi ""Điều kiện tham gia kỳ tuyển sinh đào tạo trình độ tiến sĩ năm 2025"")\n  * Ngày 07/03/2025 [Tuyển sinh đào tạo trình độ tiến sĩ năm 2025](http://pgs.hcmut.edu.vn/vi/tuyen-sinh/tien-si/thong-tin-tuyen-sinh ""Tuyển sinh đào tạo trình độ tiến sĩ', 'NCS, DBTS \\(đợt 3\\)"")\n  * Ngày 03/12/2024 [Kế hoạch thực hiện đề cương (K2021 trở về trước), Đồ án tốt nghiệp, Luận văn thạc sĩ (K2022 trở về sau) HK2/2024-2025](http://pgs.hcmut.edu.vn/vi/thong-bao/thac-si-tai-bach-khoa/item/2427-ke-hoach-thuc-hien-de-cuong-k2021-tro-ve-truoc-do-an-tot-nghiep-luan-van-thac-si-k2022-tro-ve-sau-hk2-2024-2025 ""Kế hoạch thực hiện đề cương \\(K2021 trở về trước\\), Đồ án tốt nghiệp, Luận văn thạc sĩ \\(K2022 trở về sau\\) HK2/2024-2025"")\n  * Ngày 27/12/2024 [Thông báo kết quả cấp học bổng sau đại học của Đại học Quốc gia Thành phố Hồ Chí Minh năm 2024](http://pgs.hcmut.edu.vn/vi/thong-bao/thong-tin-chung/item/3176-thong-bao-ket-qua-cap-hoc-bong-sau-dai-hoc-cua-dai-hoc-quoc-gia-thanh-pho-ho-chi-minh-nam-2024 ""Thông báo kết quả cấp học bổng sau đại học của Đại học Quốc gia Thành phố Hồ Chí Minh năm 2024"")']","Dự kiến tháng 6/2025, theo thông báo trên cổng đào tạo sau đại học.",,False,"Metrics: Correctness (GEval) (score: 0.022340372693543137, threshold: 0.5, strict: False, error: None) failed."
Khi nào HCMUT tuyển sinh thạc sĩ kế tiếp?,"['NCS, DBTS \\(đợt 3\\)"")\n  * Ngày 03/12/2024 [Kế hoạch thực hiện đề cương (K2021 trở về trước), Đồ án tốt nghiệp, Luận văn thạc sĩ (K2022 trở về sau) HK2/2024-2025](http://pgs.hcmut.edu.vn/vi/thong-bao/thac-si-tai-bach-khoa/item/2427-ke-hoach-thuc-hien-de-cuong-k2021-tro-ve-truoc-do-an-tot-nghiep-luan-van-thac-si-k2022-tro-ve-sau-hk2-2024-2025 ""Kế hoạch thực hiện đề cương \\(K2021 trở về trước\\), Đồ án tốt nghiệp, Luận văn thạc sĩ \\(K2022 trở về sau\\) HK2/2024-2025"")\n  * Ngày 27/12/2024 [Thông báo kết quả cấp học bổng sau đại học của Đại học Quốc gia Thành phố Hồ Chí Minh năm 2024](http://pgs.hcmut.edu.vn/vi/thong-bao/thong-tin-chung/item/3176-thong-bao-ket-qua-cap-hoc-bong-sau-dai-hoc-cua-dai-hoc-quoc-gia-thanh-pho-ho-chi-minh-nam-2024 ""Thông báo kết quả cấp học bổng sau đại học của Đại học Quốc gia Thành phố Hồ Chí Minh năm 2024"")', 'this site. The ""HCMUT"" account provides access to many resources including the HCMUT Information System, e-mail, ... \nFor security reasons, please Exit your web browser when you are done accessing services that require authentication!\n### Technical support\n  * E-mail: support@hcmut.edu.vn\n  * Tel: (84-8) 38647256 - 5200 \n\n\n[](http://www.hcmut.edu.vn ""go to HCMUT home page"")\nCopyright © 2011 - 2012 Ho Chi Minh University of Technology. All rights reserved.\nPowered by [Jasig CAS 3.5.1](http://www.jasig.org/cas)']","Tháng 6/2025, xem thông báo trên cổng đào tạo sau đại học.",,False,"Metrics: Correctness (GEval) (score: 0.0, threshold: 0.5, strict: False, error: None) failed."
Thời gian tuyển sinh thạc sĩ tiếp theo của HCMUT?,"['NCS, DBTS \\(đợt 3\\)"")\n  * Ngày 03/12/2024 [Kế hoạch thực hiện đề cương (K2021 trở về trước), Đồ án tốt nghiệp, Luận văn thạc sĩ (K2022 trở về sau) HK2/2024-2025](http://pgs.hcmut.edu.vn/vi/thong-bao/thac-si-tai-bach-khoa/item/2427-ke-hoach-thuc-hien-de-cuong-k2021-tro-ve-truoc-do-an-tot-nghiep-luan-van-thac-si-k2022-tro-ve-sau-hk2-2024-2025 ""Kế hoạch thực hiện đề cương \\(K2021 trở về trước\\), Đồ án tốt nghiệp, Luận văn thạc sĩ \\(K2022 trở về sau\\) HK2/2024-2025"")\n  * Ngày 27/12/2024 [Thông báo kết quả cấp học bổng sau đại học của Đại học Quốc gia Thành phố Hồ Chí Minh năm 2024](http://pgs.hcmut.edu.vn/vi/thong-bao/thong-tin-chung/item/3176-thong-bao-ket-qua-cap-hoc-bong-sau-dai-hoc-cua-dai-hoc-quoc-gia-thanh-pho-ho-chi-minh-nam-2024 ""Thông báo kết quả cấp học bổng sau đại học của Đại học Quốc gia Thành phố Hồ Chí Minh năm 2024"")', '2025 đợt 1"")\n  * Ngày 07/03/2025 [Thông báo thay đổi phòng học ngày 09/3/2025 (chủ nhật) tại tòa nhà A4 và B4 (cập nhật ngày 08/3/2025)](http://pgs.hcmut.edu.vn/vi/thong-bao/thac-si-tai-bach-khoa/item/3208-thong-bao-thay-doi-phong-hoc-ngay-09-3-2025-chu-nhat-tai-toa-nha-a4-va-b4 ""Thông báo thay đổi phòng học ngày 09/3/2025 \\(chủ nhật\\) tại tòa nhà A4 và B4 \\(cập nhật ngày 08/3/2025\\)"")\n  * Ngày 07/03/2025 [Điều kiện tham gia kỳ tuyển sinh đào tạo trình độ tiến sĩ năm 2025](http://pgs.hcmut.edu.vn/vi/tuyen-sinh/tien-si/dieu-kien-du-thi ""Điều kiện tham gia kỳ tuyển sinh đào tạo trình độ tiến sĩ năm 2025"")\n  * Ngày 07/03/2025 [Tuyển sinh đào tạo trình độ tiến sĩ năm 2025](http://pgs.hcmut.edu.vn/vi/tuyen-sinh/tien-si/thong-tin-tuyen-sinh ""Tuyển sinh đào tạo trình độ tiến sĩ']","Dự kiến tháng 6/2025, theo cổng đào tạo sau đại học.",,False,"Metrics: Correctness (GEval) (score: 0.0, threshold: 0.5, strict: False, error: None) failed."
HCMUT mở tuyển sinh thạc sĩ khi nào?,"['this site. The ""HCMUT"" account provides access to many resources including the HCMUT Information System, e-mail, ... \nFor security reasons, please Exit your web browser when you are done accessing services that require authentication!\n### Technical support\n  * E-mail: support@hcmut.edu.vn\n  * Tel: (84-8) 38647256 - 5200 \n\n\n[](http://www.hcmut.edu.vn ""go to HCMUT home page"")\nCopyright © 2011 - 2012 Ho Chi Minh University of Technology. All rights reserved.\nPowered by [Jasig CAS 3.5.1](http://www.jasig.org/cas)', 'quan ảo](https://hcmut.edu.vn/virtual-tour)\n  * Xem thêm\n    * [SINH VIÊN](https://hcmut.edu.vn/student-page)\n    * [GIẢNG VIÊN VÀ CÁN BỘ](https://hcmut.edu.vn/user)\n    * [CỰU SINH VIÊN](https://bka.hcmut.edu.vn/)\n    * [LIÊN HỆ](https://hcmut.edu.vn/contact)\n  * [](https://hcmut.edu.vn/user)![](https://hcmut.edu.vn/img/flag/en.png?t=2)\n\n\n### Bạn cần phải đăng nhập để thực hiện quá trình này\n[![HCMUT Logo](https://hcmut.edu.vn/img/bk.png) Đăng nhập với tài khoản HCMUT](https://hcmut.edu.vn/auth/cas?route=/user)\n[Hoặc đăng nhập với tài khoản khác](https://hcmut.edu.vn/user)\nEmail\nMật khẩu\nĐăng nhập\n[Quên mật khẩu?](https://hcmut.edu.vn/user)\n* * *\n* * *\n![logo](https://hcmut.edu.vn/img/logo.jpg?t=26899198)\nĐẠI HỌC QUỐC GIA THÀNH PHỐ HỒ CHÍ MINH\nTRƯỜNG ĐẠI HỌC BÁCH KHOA\nCơ sở Lý Thường Kiệt: 268 Lý Thường Kiệt, Phường 14, Quận 10, TP. HCM[ (Bản đồ)](https://www.google.com/maps/place/Ho+Chi+Minh+City+University+of+Technology/@10.7771353,106.6600527,16.23z/data=!4m12!1m6!3m5!1s0x31752ec3c161a3fb:0xef77cd47a1cc691e!2sHo+Chi+Minh+City+University+of+Technology!8m2!3d10.7733743!4d106.6606193!3m4!1s0x31752ec3c161a3fb:0xef77cd47a1cc691e!8m2!3d10.7733743!4d106.6606193)\nCơ sở Dĩ An:']","Tháng 6/2025, chi tiết trên cổng đào tạo sau đại học.",,False,"Metrics: Correctness (GEval) (score: 0.0, threshold: 0.5, strict: False, error: None) failed."
Đợt tuyển sinh thạc sĩ HCMUT kế tiếp là khi nào?,"['NCS, DBTS \\(đợt 3\\)"")\n  * Ngày 03/12/2024 [Kế hoạch thực hiện đề cương (K2021 trở về trước), Đồ án tốt nghiệp, Luận văn thạc sĩ (K2022 trở về sau) HK2/2024-2025](http://pgs.hcmut.edu.vn/vi/thong-bao/thac-si-tai-bach-khoa/item/2427-ke-hoach-thuc-hien-de-cuong-k2021-tro-ve-truoc-do-an-tot-nghiep-luan-van-thac-si-k2022-tro-ve-sau-hk2-2024-2025 ""Kế hoạch thực hiện đề cương \\(K2021 trở về trước\\), Đồ án tốt nghiệp, Luận văn thạc sĩ \\(K2022 trở về sau\\) HK2/2024-2025"")\n  * Ngày 27/12/2024 [Thông báo kết quả cấp học bổng sau đại học của Đại học Quốc gia Thành phố Hồ Chí Minh năm 2024](http://pgs.hcmut.edu.vn/vi/thong-bao/thong-tin-chung/item/3176-thong-bao-ket-qua-cap-hoc-bong-sau-dai-hoc-cua-dai-hoc-quoc-gia-thanh-pho-ho-chi-minh-nam-2024 ""Thông báo kết quả cấp học bổng sau đại học của Đại học Quốc gia Thành phố Hồ Chí Minh năm 2024"")', 'Ngày 07/03/2025 [Tuyển sinh đào tạo trình độ tiến sĩ năm 2025](http://pgs.hcmut.edu.vn/vi/tuyen-sinh/tien-si/thong-tin-tuyen-sinh ""Tuyển sinh đào tạo trình độ tiến sĩ năm 2025"")\n  * Ngày 06/03/2025 [Tuyển sinh đào tạo trình độ thạc sĩ đợt tháng 06 năm 2025](http://pgs.hcmut.edu.vn/vi/tuyen-sinh/thac-si/thong-tin-tuyen-sinh-thac-si ""Tuyển sinh đào tạo trình độ thạc sĩ đợt tháng 06 năm 2025"")\n  * Ngày 04/03/2025 [Thông tin học bổng chính phủ Australia](http://pgs.hcmut.edu.vn/vi/thong-bao/thong-tin-chung/item/3197-thong-tin-hoc-bong-chinh-phu-australia ""Thông tin học bổng chính phủ Australia"")\n  * Ngày 28/02/2025 [Họp Hội đồng đánh giá Luận án tiến sĩ cấp Khoa cho NCS Nghiêm Trần Ngọc Trâm](http://pgs.hcmut.edu.vn/vi/thong-bao/tien-si/item/3196-hop-hoi-dong-danh-gia-luan-an-tien-si-cap-khoa-cho-ncs-nghiem-tran-ngoc-tram ""Họp Hội đồng đánh giá Luận án tiến sĩ cấp Khoa cho']","Dự kiến tháng 6/2025, xem thông báo trên cổng sau đại học.",,False,"Metrics: Correctness (GEval) (score: 0.062309464375721144, threshold: 0.5, strict: False, error: None) failed."
Cách truy cập e-learning của HCMUT?,"['this site. The ""HCMUT"" account provides access to many resources including the HCMUT Information System, e-mail, ... \nFor security reasons, please Exit your web browser when you are done accessing services that require authentication!\n### Technical support\n  * E-mail: support@hcmut.edu.vn\n  * Tel: (84-8) 38647256 - 5200 \n\n\n[](http://www.hcmut.edu.vn ""go to HCMUT home page"")\nCopyright © 2011 - 2012 Ho Chi Minh University of Technology. All rights reserved.\nPowered by [Jasig CAS 3.5.1](http://www.jasig.org/cas)', '![BK](https://hcmut.edu.vn/auth/images/bk_logo.png)\n# Central Authentication Service\n## Enter your Username and Password\nUsername\nPassword\nWarn me before logging me into other sites.\n  * [Change password?](https://account.hcmut.edu.vn/)\n\n\n### Languages\n  * [Vietnamese](https://hcmut.edu.vn/auth/login?service=https://hcmut.edu.vn/auth/cas/result&locale=vi)\n  * [English ](https://hcmut.edu.vn/auth/login?service=https://hcmut.edu.vn/auth/cas/result&locale=en)\n\n\n### Please note\nThe Login page enables single sign-on to multiple websites at HCMUT. This means that you only have to enter your user name and password once for websites that subscribe to the Login page. \nYou will need to use your HCMUT Username and password to login to this site. The ""HCMUT"" account provides access to many resources including the HCMUT Information System, e-mail, ... \nFor security reasons,']","Đăng nhập MyBK, chọn nền tảng e-learning trong mục Ứng dụng Chung.",,False,"Metrics: Correctness (GEval) (score: 0.0, threshold: 0.5, strict: False, error: None) failed."
Làm sao để vào nền tảng e-learning tại HCMUT?,"['this site. The ""HCMUT"" account provides access to many resources including the HCMUT Information System, e-mail, ... \nFor security reasons, please Exit your web browser when you are done accessing services that require authentication!\n### Technical support\n  * E-mail: support@hcmut.edu.vn\n  * Tel: (84-8) 38647256 - 5200 \n\n\n[](http://www.hcmut.edu.vn ""go to HCMUT home page"")\nCopyright © 2011 - 2012 Ho Chi Minh University of Technology. All rights reserved.\nPowered by [Jasig CAS 3.5.1](http://www.jasig.org/cas)', 'quan ảo](https://hcmut.edu.vn/virtual-tour)\n  * Xem thêm\n    * [SINH VIÊN](https://hcmut.edu.vn/student-page)\n    * [GIẢNG VIÊN VÀ CÁN BỘ](https://hcmut.edu.vn/user)\n    * [CỰU SINH VIÊN](https://bka.hcmut.edu.vn/)\n    * [LIÊN HỆ](https://hcmut.edu.vn/contact)\n  * [](https://hcmut.edu.vn/user)![](https://hcmut.edu.vn/img/flag/en.png?t=2)\n\n\n### Bạn cần phải đăng nhập để thực hiện quá trình này\n[![HCMUT Logo](https://hcmut.edu.vn/img/bk.png) Đăng nhập với tài khoản HCMUT](https://hcmut.edu.vn/auth/cas?route=/user)\n[Hoặc đăng nhập với tài khoản khác](https://hcmut.edu.vn/user)\nEmail\nMật khẩu\nĐăng nhập\n[Quên mật khẩu?](https://hcmut.edu.vn/user)\n* * *\n* * *\n![logo](https://hcmut.edu.vn/img/logo.jpg?t=26899198)\nĐẠI HỌC QUỐC GIA THÀNH PHỐ HỒ CHÍ MINH\nTRƯỜNG ĐẠI HỌC BÁCH KHOA\nCơ sở Lý Thường Kiệt: 268 Lý Thường Kiệt, Phường 14, Quận 10, TP. HCM[ (Bản đồ)](https://www.google.com/maps/place/Ho+Chi+Minh+City+University+of+Technology/@10.7771353,106.6600527,16.23z/data=!4m12!1m6!3m5!1s0x31752ec3c161a3fb:0xef77cd47a1cc691e!2sHo+Chi+Minh+City+University+of+Technology!8m2!3d10.7733743!4d106.6606193!3m4!1s0x31752ec3c161a3fb:0xef77cd47a1cc691e!8m2!3d10.7733743!4d106.6606193)\nCơ sở Dĩ An:']","Truy cập MyBK, vào mục Ứng dụng Chung, chọn e-learning.",,False,"Metrics: Correctness (GEval) (score: 0.021671367860116898, threshold: 0.5, strict: False, error: None) failed."
Hướng dẫn truy cập e-learning HCMUT?,"['this site. The ""HCMUT"" account provides access to many resources including the HCMUT Information System, e-mail, ... \nFor security reasons, please Exit your web browser when you are done accessing services that require authentication!\n### Technical support\n  * E-mail: support@hcmut.edu.vn\n  * Tel: (84-8) 38647256 - 5200 \n\n\n[](http://www.hcmut.edu.vn ""go to HCMUT home page"")\nCopyright © 2011 - 2012 Ho Chi Minh University of Technology. All rights reserved.\nPowered by [Jasig CAS 3.5.1](http://www.jasig.org/cas)', '![BK](https://hcmut.edu.vn/auth/images/bk_logo.png)\n# Central Authentication Service\n## Enter your Username and Password\nUsername\nPassword\nWarn me before logging me into other sites.\n  * [Change password?](https://account.hcmut.edu.vn/)\n\n\n### Languages\n  * [Vietnamese](https://hcmut.edu.vn/auth/login?service=https://hcmut.edu.vn/auth/cas/result&locale=vi)\n  * [English ](https://hcmut.edu.vn/auth/login?service=https://hcmut.edu.vn/auth/cas/result&locale=en)\n\n\n### Please note\nThe Login page enables single sign-on to multiple websites at HCMUT. This means that you only have to enter your user name and password once for websites that subscribe to the Login page. \nYou will need to use your HCMUT Username and password to login to this site. The ""HCMUT"" account provides access to many resources including the HCMUT Information System, e-mail, ... \nFor security reasons,']","Đăng nhập MyBK, chọn e-learning trong mục Ứng dụng Chung.",,False,"Metrics: Correctness (GEval) (score: 0.0, threshold: 0.5, strict: False, error: None) failed."
Làm thế nào để dùng e-learning ở HCMUT?,"['this site. The ""HCMUT"" account provides access to many resources including the HCMUT Information System, e-mail, ... \nFor security reasons, please Exit your web browser when you are done accessing services that require authentication!\n### Technical support\n  * E-mail: support@hcmut.edu.vn\n  * Tel: (84-8) 38647256 - 5200 \n\n\n[](http://www.hcmut.edu.vn ""go to HCMUT home page"")\nCopyright © 2011 - 2012 Ho Chi Minh University of Technology. All rights reserved.\nPowered by [Jasig CAS 3.5.1](http://www.jasig.org/cas)', '![BK](https://hcmut.edu.vn/auth/images/bk_logo.png)\n# Central Authentication Service\n## Enter your Username and Password\nUsername\nPassword\nWarn me before logging me into other sites.\n  * [Change password?](https://account.hcmut.edu.vn/)\n\n\n### Languages\n  * [Vietnamese](https://hcmut.edu.vn/auth/login?service=https://hcmut.edu.vn/auth/cas/result&locale=vi)\n  * [English ](https://hcmut.edu.vn/auth/login?service=https://hcmut.edu.vn/auth/cas/result&locale=en)\n\n\n### Please note\nThe Login page enables single sign-on to multiple websites at HCMUT. This means that you only have to enter your user name and password once for websites that subscribe to the Login page. \nYou will need to use your HCMUT Username and password to login to this site. The ""HCMUT"" account provides access to many resources including the HCMUT Information System, e-mail, ... \nFor security reasons,']","Vào MyBK, chọn nền tảng e-learning từ mục Ứng dụng Chung.",,False,"Metrics: Correctness (GEval) (score: 0.0, threshold: 0.5, strict: False, error: None) failed."
