model,query,response,ground_truth,precision@2,recall@2,mrr,bleu,rouge_l,semantic_similarity,response_time,factual_accuracy
DeepSeek,Làm thế nào để tìm cơ hội thực tập qua HCMUT?,"Để tìm cơ hội thực tập qua HCMUT, bạn có thể làm theo các bước sau:  

1. **Truy cập trang [Sinh viên](https://hcmut.edu.vn/student-page)** của HCMUT để xem thông báo về các chương trình thực tập.  
2. **Kiểm tra hệ thống thông tin sinh viên** (sau khi đăng nhập bằng tài khoản HCMUT) để tìm tin tuyển dụng từ doanh nghiệp đối tác.  
3. **Liên hệ Phòng Công tác Sinh viên (PCTS)** hoặc khoa của bạn để được hướng dẫn cụ thể.  
4. **Tham gia các hội thảo, ngày hội việc làm** do trường tổ chức để kết nối với nhà tuyển dụng.  

Nếu cần hỗ trợ kỹ thuật, liên hệ qua email **support@hcmut.edu.vn** hoặc số điện thoại **(84-8) 38647256 - 5200**.  

Bạn nên thường xuyên kiểm tra trang web và hệ thống của trường để cập nhật thông tin mới nhất.","Liên hệ SSC qua ssc@hcmut.edu.vn hoặc truy cập nền tảng thực tập trên MyBK để tìm cơ hội, bao gồm thực tập tại TSMC.",0.0,0,0,0.016453380661986053,0.20155038759689922,0.5960336327552795,16.743679799998063,
OpenAI,Làm thế nào để tìm cơ hội thực tập qua HCMUT?,"Để tìm cơ hội thực tập qua HCMUT, bạn có thể thực hiện các bước sau:

1. **Truy cập vào hệ thống thông tin HCMUT**: Đăng nhập vào tài khoản HCMUT của bạn để truy cập các thông tin và tài nguyên liên quan đến thực tập.

2. **Tham khảo trang web sinh viên**: Truy cập vào phần ""SINH VIÊN"" trên trang web HCMUT để tìm kiếm thông tin về các chương trình thực tập, thông báo từ các công ty và cơ hội nghề nghiệp.

3. **Liên hệ với giảng viên hoặc bộ phận hỗ trợ**: Bạn có thể hỏi giảng viên hoặc bộ phận tư vấn nghề nghiệp của trường để được hướng dẫn và hỗ trợ tìm kiếm cơ hội thực tập.

4. **Tham gia các sự kiện và hội thảo**: Tham gia các sự kiện do trường tổ chức, nơi có thể có các nhà tuyển dụng đến tuyển dụng thực tập sinh.

Nếu cần thêm thông tin, bạn có thể liên hệ với bộ phận hỗ trợ qua email: support@hcmut.edu.vn.","Liên hệ SSC qua ssc@hcmut.edu.vn hoặc truy cập nền tảng thực tập trên MyBK để tìm cơ hội, bao gồm thực tập tại TSMC.",0.0,0,0,0.014351471793657459,0.18122977346278318,0.5877888202667236,5.2825241000027745,
Grok,Chương trình sau đại học nào có tại HCMUT?,HCMUT (Đại học Bách Khoa TP. Hồ Chí Minh) cung cấp các chương trình,"HCMUT cung cấp các chương trình thạc sĩ và tiến sĩ về kỹ thuật, công nghệ và quản lý, chi tiết trong mục Giáo dục trên hcmut.edu.vn.",0.0,0,0,0.08845539252485443,0.31746031746031744,0.6770897507667542,600.9608360999991,
DeepSeek,Chương trình sau đại học nào có tại HCMUT?,"Trường Đại học Bách Khoa TP.HCM (HCMUT) cung cấp nhiều chương trình sau đại học, bao gồm:  

- **Thạc sĩ** (Kỹ thuật, Công nghệ, Quản lý, v.v.)  
- **Tiến sĩ** (Các ngành kỹ thuật, khoa học ứng dụng)  

Để biết chi tiết về các ngành cụ thể, bạn có thể:  
- Truy cập trang web chính thức của HCMUT: [http://www.hcmut.edu.vn](http://www.hcmut.edu.vn)  
- Liên hệ Phòng Đào tạo Sau đại học qua email hoặc số điện thoại được cung cấp trên website.  

Bạn cần thông tin cụ thể về ngành nào không?","HCMUT cung cấp các chương trình thạc sĩ và tiến sĩ về kỹ thuật, công nghệ và quản lý, chi tiết trong mục Giáo dục trên hcmut.edu.vn.",0.0,0,0,0.023175274788221963,0.31868131868131866,0.7635929584503174,12.777869400000782,
OpenAI,Chương trình sau đại học nào có tại HCMUT?,"HCMUT (Trường Đại học Bách Khoa, ĐH Quốc gia TP.HCM) cung cấp nhiều chương trình sau đại học, bao gồm các bậc thạc sĩ và tiến sĩ trong các lĩnh vực như kỹ thuật, công nghệ thông tin, quản lý, và khoa học ứng dụng. Bạn có thể tìm thêm thông tin chi tiết về các chương trình cụ thể trên trang web chính thức của trường hoặc liên hệ với văn phòng đào tạo sau đại học.","HCMUT cung cấp các chương trình thạc sĩ và tiến sĩ về kỹ thuật, công nghệ và quản lý, chi tiết trong mục Giáo dục trên hcmut.edu.vn.",0.0,0,0,0.11869955427527878,0.3878787878787879,0.8062394261360168,2.516112500001327,
Grok,Đợt tuyển sinh thạc sĩ tiếp theo tại HCMUT là khi nào?,"Đợt tuyển sinh thạc sĩ tiếp theo tại HCMUT là đợt tháng 6 năm 2025, dựa trên thông báo gần nhất. Bạn có thể kiểm tra chi tiết tại liên kết: [Tuyển sinh đào tạo trình độ thạc sĩ đợt tháng 06 năm 2025](http://pgs.hcmut.edu.vn/vi/tuyen-sinh/thac-si/thong-tin-tuyen-sinh-thac-si).","Đợt tuyển sinh thạc sĩ tiếp theo dự kiến vào tháng 6 năm 2025, theo thông báo trên cổng đào tạo sau đại học.",0.0,0,0,0.2213462873111858,0.43333333333333335,0.7577393651008606,12.868881300004432,
DeepSeek,Đợt tuyển sinh thạc sĩ tiếp theo tại HCMUT là khi nào?,Đợt tuyển sinh thạc sĩ tiếp theo tại HCMUT sẽ diễn ra vào tháng 06/2025. Bạn có thể xem thông tin chi tiết tại [đây](http://pgs.hcmut.edu.vn/vi/tuyen-sinh/thac-si/thong-tin-tuyen-sinh-thac-si).,"Đợt tuyển sinh thạc sĩ tiếp theo dự kiến vào tháng 6 năm 2025, theo thông báo trên cổng đào tạo sau đại học.",0.0,0,0,0.18216380602913515,0.48888888888888893,0.7429606914520264,8.064964500001224,
OpenAI,Đợt tuyển sinh thạc sĩ tiếp theo tại HCMUT là khi nào?,Đợt tuyển sinh thạc sĩ tiếp theo tại HCMUT sẽ diễn ra vào tháng 6 năm 2025.,"Đợt tuyển sinh thạc sĩ tiếp theo dự kiến vào tháng 6 năm 2025, theo thông báo trên cổng đào tạo sau đại học.",0.0,0,0,0.44853031973949586,0.6129032258064517,0.743532121181488,1.6851470999972662,
Grok,Làm thế nào để truy cập nền tảng e-learning của HCMUT?,"Để truy cập nền tảng e-learning của HCMUT, bạn cần thực hiện các bước sau:

1. Truy cập trang đăng nhập chính thức: [https://hcmut.edu.vn/auth/login](https://hcmut.edu.vn/auth/login).
2. Đăng nhập bằng tài khoản HCMUT (tên đăng nhập và mật khẩu của bạn).
3. Sau khi đăng nhập, bạn có thể truy cập các tài nguyên như e-learning qua hệ thống.

Lưu ý: Vì lý do an ninh, hãy đóng trình duyệt sau khi sử dụng. Nếu cần hỗ trợ, liên hệ qua email: support@hcmut.edu.vn hoặc số điện thoại: (84-8) 38647256 - 5200.",Đăng nhập MyBK và chọn nền tảng e-learning trong mục Ứng dụng Chung.,0.0,0,0,0.015453617866609669,0.1575757575757576,0.4413800835609436,10.722057099999802,
DeepSeek,Làm thế nào để truy cập nền tảng e-learning của HCMUT?,"Để truy cập nền tảng e-learning của HCMUT, bạn thực hiện các bước sau:  

1. **Truy cập trang đăng nhập**:  
   - Mở trình duyệt và vào [trang chính thức của HCMUT](http://www.hcmut.edu.vn).  
   - Tìm liên kết đăng nhập hệ thống (thường là ""Central Authentication Service"" hoặc ""Đăng nhập"").  

2. **Nhập thông tin tài khoản**:  
   - Sử dụng **Username** và **Password** do HCMUT cung cấp (cùng thông tin với email hoặc hệ thống thông tin sinh viên).  

3. **Truy cập e-learning**:  
   - Sau khi đăng nhập, tìm mục **e-learning** hoặc **HCMUT Information System** để vào nền tảng.  

Nếu gặp lỗi, liên hệ bộ phận hỗ trợ qua:  
- Email: **support@hcmut.edu.vn**  
- Điện thoại: **(84-8) 38647256 - 5200**.  

**Lưu ý**: Luôn thoát trình duyệt sau khi sử dụng để bảo mật.",Đăng nhập MyBK và chọn nền tảng e-learning trong mục Ứng dụng Chung.,0.0,0,0,0.00918324548874802,0.14285714285714285,0.469156950712204,16.581038999996963,
OpenAI,Làm thế nào để truy cập nền tảng e-learning của HCMUT?,"Để truy cập nền tảng e-learning của HCMUT, bạn cần làm theo các bước sau:

1. Truy cập trang đăng nhập của HCMUT.
2. Nhập tên người dùng và mật khẩu HCMUT của bạn.
3. Sau khi đăng nhập thành công, bạn sẽ có quyền truy cập vào các tài nguyên, bao gồm nền tảng e-learning.

Nếu bạn gặp vấn đề, hãy liên hệ với bộ phận hỗ trợ qua email: support@hcmut.edu.vn hoặc gọi đến số (84-8) 38647256 - 5200.",Đăng nhập MyBK và chọn nền tảng e-learning trong mục Ứng dụng Chung.,0.0,0,0,0.01611721221057675,0.1643835616438356,0.44391584396362305,2.832463100006862,
Grok,Nền tảng BKSI tại HCMUT dùng để làm gì?,"Nền tảng BKSI tại HCMUT (Hồ Chí Minh City University of Technology) là hệ thống hỗ trợ quản lý các hoạt động học tập và hành chính cho sinh viên, bao gồm:

- Đăng ký môn học và quy trình liên quan.
- Hướng dẫn xác minh văn bằng, bảng điểm cho trường nước ngoài.
- Thông báo cho tân sinh viên và lịch trình học tập.
- Các tài liệu về ngoại ngữ và các mốc thời gian cập nhật chuẩn đăng ký.

Nếu bạn cần thêm thông tin, hãy truy cập trang chủ BKSI hoặc liên hệ qua liên kết hỗ trợ trên trang.","BKSI là trung tâm hỗ trợ học tập, cung cấp thông tin về đăng ký môn học, học phí, quy chế và xác minh bằng cấp.",0.0,0,0,0.014921482586060976,0.24489795918367346,0.6488381624221802,6.940740199999709,
DeepSeek,Nền tảng BKSI tại HCMUT dùng để làm gì?,"Nền tảng BKSI tại HCMUT (Đại học Bách Khoa TP.HCM) là hệ thống hỗ trợ sinh viên trong các hoạt động học tập và hành chính, bao gồm:  
- **Đăng ký môn học** (quy trình, quy định, lịch học vụ).  
- **Xác minh văn bằng, bảng điểm** cho mục đích du học hoặc công việc.  
- **Thông báo quan trọng** (ví dụ: hướng dẫn tân sinh viên, ngoại ngữ).  
- **Hỗ trợ trực tuyến** qua liên hệ hoặc tạo yêu cầu khi cần giải đáp thêm.  

Bạn có thể truy cập [trang chủ BKSI](https://mybk.hcmut.edu.vn/bksi/public/vi/folder) để xem chi tiết các dịch vụ.","BKSI là trung tâm hỗ trợ học tập, cung cấp thông tin về đăng ký môn học, học phí, quy chế và xác minh bằng cấp.",0.0,0,0,0.00968081963059125,0.25641025641025644,0.6673225164413452,13.590381099995284,
OpenAI,Nền tảng BKSI tại HCMUT dùng để làm gì?,"Nền tảng BKSI tại HCMUT được sử dụng để quản lý việc đăng ký môn học, xác minh văn bằng, và cung cấp thông tin cho sinh viên, bao gồm hướng dẫn và quy trình liên quan đến học tập.","BKSI là trung tâm hỗ trợ học tập, cung cấp thông tin về đăng ký môn học, học phí, quy chế và xác minh bằng cấp.",0.0,0,0,0.17025812183381966,0.35051546391752575,0.6908650994300842,1.9361061999952653,
Grok,Làm thế nào để liên hệ OISP về các chương trình du học?,"Để liên hệ với OISP về các chương trình du học, bạn có thể sử dụng các cách sau:

- **Điện thoại**: Gọi số 03.9798.9798 hoặc (028) 7301.4183, chọn nhánh 0 (Chuyển tiếp – Du học, Khác).
- **Email**: Gửi thư đến dtqt_tuvan@hcmut.edu.vn.
- **Địa chỉ**: Ghé trực tiếp Kiosk Khu B2, Trường Đại học Bách khoa, 268 Lý Thường Kiệt, P.14, Q.10, TP.HCM.

Để cập nhật thông tin, bạn cũng có thể theo dõi OISP trên Facebook, YouTube, Instagram hoặc TikTok qua các liên kết trên trang web chính thức. Nếu cần thêm chi tiết, hãy truy cập https://oisp.hcmut.edu.vn/tuyen-sinh/.",Gửi email đến dtqt_tuvan@hcmut.edu.vn hoặc truy cập http://oisp.hcmut.edu.vn/vi để biết chi tiết chương trình du học.,0.0,0,0,0.015891898009662443,0.2,0.7434736490249634,9.947984900005395,
DeepSeek,Làm thế nào để liên hệ OISP về các chương trình du học?,"Bạn có thể liên hệ OISP về chương trình du học qua các cách sau:  

1. **Email**: dtqt_tuvan@hcmut.edu.vn  
2. **Điện thoại**:  
   - Hotline: [03.9798.9798](tel:+84397989798)  
   - Tổng đài: [(028) 7301.4183](tel:+02873014183) (nhấn **nhánh 0** để gặp bộ phận Chuyển tiếp – Du học)  
3. **Địa chỉ**: Kiosk Khu B2, Trường ĐH Bách khoa, 268 Lý Thường Kiệt, Q.10, TP.HCM.  

Bạn cũng có thể theo dõi trang [Facebook](https://fb.com/bkquocte) hoặc website OISP để cập nhật thông tin mới nhất.",Gửi email đến dtqt_tuvan@hcmut.edu.vn hoặc truy cập http://oisp.hcmut.edu.vn/vi để biết chi tiết chương trình du học.,0.0,0,0,0.01440414355800322,0.17449664429530198,0.7127780318260193,12.9017337999976,
OpenAI,Làm thế nào để liên hệ OISP về các chương trình du học?,"Bạn có thể liên hệ OISP về các chương trình du học qua các cách sau:

1. **Email**: Gửi thư đến địa chỉ dtqt_tuvan@hcmut.edu.vn.
2. **Điện thoại**: Gọi đến số (028) 7301.4183 và chọn nhánh 0 để được tư vấn về du học.
3. **Địa chỉ trực tiếp**: Đến Kiosk Khu B2, Trường Đại học Bách khoa, 268 Lý Thường Kiệt, P.14, Q.10.

Ngoài ra, bạn cũng có thể theo dõi thông tin trên trang web của OISP.",Gửi email đến dtqt_tuvan@hcmut.edu.vn hoặc truy cập http://oisp.hcmut.edu.vn/vi để biết chi tiết chương trình du học.,0.0,0,0,0.02130835054356508,0.20547945205479454,0.7407774925231934,2.174224199996388,
Grok,Các hoạt động ngoại khóa nào dành cho sinh viên HCMUT?,"Các hoạt động ngoại khóa dành cho sinh viên HCMUT được quản lý qua nền tảng chính thức tại liên kết: [Hoạt động Ngoại khóa SV](http://mybk.hcmut.edu.vn/hdsv/page/trang-chu-hd.aspx). Bạn có thể truy cập để xem danh sách các sự kiện, đăng ký tham gia và cập nhật thông tin mới nhất. Nếu cần hỗ trợ, liên hệ qua email support@hcmut.edu.vn.","Truy cập MyBK để xem các hoạt động ngoại khóa, câu lạc bộ hoặc liên hệ SSC để tham gia sự kiện sinh viên.",0.0,0,0,0.05334765801484412,0.2835820895522388,0.5795594453811646,9.115043500001775,
DeepSeek,Các hoạt động ngoại khóa nào dành cho sinh viên HCMUT?,"Sinh viên HCMUT có thể tham gia nhiều hoạt động ngoại khóa đa dạng thông qua trang [**Hoạt động Ngoại khóa SV**](http://mybk.hcmut.edu.vn/hdsv/page/trang-chu-hd.aspx). Một số hoạt động phổ biến bao gồm:  
- **Câu lạc bộ sinh viên** (văn nghệ, thể thao, học thuật, kỹ năng).  
- **Sự kiện văn hóa** (ngày hội, giao lưu, thi đấu).  
- **Tình nguyện** (chiến dịch mùa hè xanh, hỗ trợ cộng đồng).  
- **Cuộc thi học thuật/sáng tạo** do trường hoặc khoa tổ chức.  

Bạn có thể truy cập link trên để xem chi tiết và đăng ký tham gia. Cần hỗ trợ thêm, liên hệ qua email **support@hcmut.edu.vn** hoặc số điện thoại được cung cấp.","Truy cập MyBK để xem các hoạt động ngoại khóa, câu lạc bộ hoặc liên hệ SSC để tham gia sự kiện sinh viên.",0.0,0,0,0.020251501246743155,0.1941747572815534,0.6004795432090759,16.442312299994228,
OpenAI,Các hoạt động ngoại khóa nào dành cho sinh viên HCMUT?,"Sinh viên HCMUT có thể tham gia nhiều hoạt động ngoại khóa như câu lạc bộ học thuật, thể thao, văn nghệ, tình nguyện, và các sự kiện giao lưu văn hóa. Thông tin chi tiết về các hoạt động này có thể được tìm thấy trên trang web của trường tại mục ""Hoạt động Ngoại khóa SV"".","Truy cập MyBK để xem các hoạt động ngoại khóa, câu lạc bộ hoặc liên hệ SSC để tham gia sự kiện sinh viên.",0.0,0,0,0.049604176171466154,0.3089430894308943,0.6120807528495789,2.9459092000033706,
Grok,Làm thế nào để tham quan ảo khuôn viên HCMUT?,"Để tham quan ảo khuôn viên HCMUT, hãy làm theo các bước sau:

1. Truy cập liên kết: [Tham quan ảo HCMUT](https://hcmut.edu.vn/virtual-tour).
2. Bạn cần đăng nhập bằng tài khoản HCMUT. Nếu chưa có, có thể thử đăng nhập với tài khoản khác qua liên kết trên trang.
3. Sau khi đăng nhập, bạn có thể khám phá tour ảo.

Lưu ý: Vì lý do bảo mật, hãy thoát trình duyệt sau khi sử dụng. Nếu cần hỗ trợ, liên hệ support@hcmut.edu.vn.",Vào mục Tham quan Ảo trên hcmut.edu.vn để khám phá cơ sở Lý Thường Kiệt và Dĩ An bằng công nghệ 3D.,0.0,0,0,0.009031188992110386,0.2138364779874214,0.44432955980300903,6.06059059999825,
DeepSeek,Làm thế nào để tham quan ảo khuôn viên HCMUT?,"Để tham quan ảo khuôn viên HCMUT, bạn có thể truy cập [trang Virtual Tour của trường](https://hcmut.edu.vn/virtual-tour). Nếu hệ thống yêu cầu đăng nhập, bạn cần sử dụng tài khoản HCMUT hoặc tài khoản khác được hỗ trợ.  

Nếu gặp khó khăn, liên hệ bộ phận hỗ trợ qua email **support@hcmut.edu.vn** hoặc số điện thoại **(84-8) 38647256 - 5200**.",Vào mục Tham quan Ảo trên hcmut.edu.vn để khám phá cơ sở Lý Thường Kiệt và Dĩ An bằng công nghệ 3D.,0.0,0,0,0.005159111982488131,0.20634920634920634,0.44694018363952637,10.148138500000641,
OpenAI,Làm thế nào để tham quan ảo khuôn viên HCMUT?,"Để tham quan ảo khuôn viên HCMUT, bạn cần đăng nhập vào hệ thống bằng tài khoản HCMUT. Sau khi đăng nhập, bạn có thể truy cập vào trang tham quan ảo tại [đây](https://hcmut.edu.vn/virtual-tour). Nếu bạn chưa có tài khoản, hãy liên hệ với bộ phận hỗ trợ để được hướng dẫn.",Vào mục Tham quan Ảo trên hcmut.edu.vn để khám phá cơ sở Lý Thường Kiệt và Dĩ An bằng công nghệ 3D.,0.0,0,0,0.011581347288732322,0.26548672566371684,0.42095810174942017,3.4143764000036754,
Grok,Học phí cho sinh viên quốc tế tại HCMUT là bao nhiêu?,"Tôi không có thông tin cụ thể về học phí cho sinh viên quốc tế tại HCMUT từ ngữ cảnh được cung cấp. Để có câu trả lời chính xác, bạn nên:

- Truy cập trang chủ HCMUT (hcmut.edu.vn) và tìm kiếm phần dành cho sinh viên quốc tế.
- Liên hệ với bộ phận hỗ trợ qua email: support@hcmut.edu.vn hoặc số điện thoại: (84-8) 38647256 - 5200.

Họ sẽ cung cấp thông tin cập nhật nhất.","Học phí cho sinh viên quốc tế từ khoảng 5,000 USD mỗi năm, chi tiết trong mục Tuyển sinh.",0.0,0,0,0.04090800652943998,0.25531914893617025,0.5267130136489868,11.778448200006096,
DeepSeek,Học phí cho sinh viên quốc tế tại HCMUT là bao nhiêu?,"Học phí cho sinh viên quốc tế tại **Đại học Bách Khoa TP.HCM (HCMUT)** thường dao động từ **1.500 - 2.500 USD/năm** tùy theo chương trình học (bậc đại học hoặc sau đại học) và ngành đào tạo.  

Để biết thông tin chính xác nhất, bạn nên:  
1. Truy cập trang web chính thức của HCMUT: [www.hcmut.edu.vn](http://www.hcmut.edu.vn).  
2. Liên hệ Phòng Đào tạo Quốc tế qua email **iso@hcmut.edu.vn** hoặc điện thoại **(+84) 28 3865 1286**.  

Lưu ý: Học phí có thể thay đổi tùy theo năm học và chính sách của trường.","Học phí cho sinh viên quốc tế từ khoảng 5,000 USD mỗi năm, chi tiết trong mục Tuyển sinh.",0.0,0,0,0.04594005745419018,0.21348314606741572,0.6808652877807617,14.774832200004312,
OpenAI,Học phí cho sinh viên quốc tế tại HCMUT là bao nhiêu?,"Học phí cho sinh viên quốc tế tại HCMUT thường dao động từ 20 triệu đến 40 triệu VNĐ mỗi năm, tùy thuộc vào chương trình học. Bạn nên kiểm tra trang web chính thức của HCMUT hoặc liên hệ với văn phòng tuyển sinh để có thông tin chi tiết và chính xác nhất.","Học phí cho sinh viên quốc tế từ khoảng 5,000 USD mỗi năm, chi tiết trong mục Tuyển sinh.",0.0,0,0,0.15095568248649371,0.3826086956521739,0.7542826533317566,1.623551500000758,
Grok,Cơ hội nghiên cứu nào có sẵn tại HCMUT?,"Tại Đại học Bách Khoa TP. HCM (HCMUT), các cơ hội nghiên cứu có thể bao gồm:

- **Tham gia hội nghị khoa học**: 
  - Hội nghị sắp diễn ra: [https://conferences.hcmut.edu.vn/upcoming-conferences](https://conferences.hcmut.edu.vn/upcoming-conferences)
  - Hội nghị đã diễn ra: [https://conferences.hcmut.edu.vn/past-conferences](https://conferences.hcmut.edu.vn/past-conferences)
  - Thông tin hội nghị trên thế giới: [https://conferences.hcmut.edu.vn/news](https://conferences.hcmut.edu.vn/news)

Để biết thêm chi tiết, bạn có thể liên hệ bộ phận hỗ trợ tại email: support@hcmut.edu.vn hoặc số điện thoại: (84-28) 38647256 (ext. 5200). Nếu cần hỗ trợ, hãy truy cập trang chủ HCMUT để khám phá thêm tài nguyên.","HCMUT hỗ trợ nghiên cứu qua các đơn vị nghiên cứu, tạp chí và hội nghị, được liệt kê trong mục Nghiên cứu trên hcmut.edu.vn.",0.0,0,0,0.009458745250598751,0.2121212121212121,0.6531654000282288,5.798355499995523,
DeepSeek,Cơ hội nghiên cứu nào có sẵn tại HCMUT?,"Tại HCMUT, bạn có thể khám phá các cơ hội nghiên cứu thông qua:  
1. **Hội nghị khoa học**: Theo dõi các hội nghị sắp diễn ra hoặc đã qua tại [trang này](https://conferences.hcmut.edu.vn/upcoming-conferences).  
2. **Liên hệ phòng KHCN**: Gửi email đến **khcn@hcmut.edu.vn** hoặc gọi số +84-28 3864 7256 (ext. 5398, 7398) để hỏi về các dự án nghiên cứu đang mở.  
3. **Thông tin hệ thống**: Kiểm tra tài khoản HCMUT để truy cập cơ sở dữ liệu nghiên cứu nội bộ.  

Bạn nên thoát trình duyệt sau khi sử dụng các dịch vụ yêu cầu xác thực để đảm bảo bảo mật.","HCMUT hỗ trợ nghiên cứu qua các đơn vị nghiên cứu, tạp chí và hội nghị, được liệt kê trong mục Nghiên cứu trên hcmut.edu.vn.",0.0,0,0,0.008601152744314793,0.23880597014925373,0.5759779810905457,14.730021399998805,
OpenAI,Cơ hội nghiên cứu nào có sẵn tại HCMUT?,"Tại HCMUT, có nhiều cơ hội nghiên cứu trong các lĩnh vực kỹ thuật và công nghệ. Bạn có thể tham gia các hội nghị khoa học sắp diễn ra hoặc tìm hiểu về các dự án nghiên cứu hiện tại thông qua trang web của trường. Để biết thêm thông tin chi tiết, bạn có thể liên hệ với bộ phận nghiên cứu qua email khcn@hcmut.edu.vn hoặc gọi đến số điện thoại +84-28 3864 7256 (ext. 5398, 7398).","HCMUT hỗ trợ nghiên cứu qua các đơn vị nghiên cứu, tạp chí và hội nghị, được liệt kê trong mục Nghiên cứu trên hcmut.edu.vn.",0.0,0,0,0.031565530254800155,0.345679012345679,0.6291459798812866,3.2547691999934614,
Grok,Làm thế nào để liên hệ văn phòng tuyển sinh của HCMUT?,"Để liên hệ văn phòng tuyển sinh của Đại học Bách Khoa TP. HCM (HCMUT), bạn có thể:

- Truy cập trang liên hệ chính thức: [https://hcmut.edu.vn/contact](https://hcmut.edu.vn/contact), nơi có thông tin chi tiết về các bộ phận, bao gồm tuyển sinh.
- Đến trực tiếp cơ sở chính: 268 Lý Thường Kiệt, Phường 14, Quận 10, TP. HCM (xem bản đồ tại [Google Maps](https://www.google.com/maps/place/Ho+Chi+Minh+City+University+of+Technology/@10.7771353,106.6600527,16.23z/data=!4m12!1m6!3m5!1s0x31752ec3c161a3fb:0xef77cd47a1cc691e!2sHo+Chi+Minh+City+University+of+Technology!8m2!3d10.7733743!4d106.6606193!3m4!1s0x31752ec3c161a3fb:0xef77cd47a1cc691e!8m2!3d10.7733743!4d106.6606193)).

Nếu cần hỗ trợ chung, bạn có thể liên hệ qua email: support@hcmut.edu.vn hoặc số điện thoại: (84-8) 38647256 - 5200.",Gửi email đến admission@oisp.edu.vn hoặc xem mục Tuyển sinh trên hcmut.edu.vn để được hỗ trợ.,0.0,0,0,0.007830933786273003,0.15228426395939088,0.6576443314552307,15.232188599999063,
DeepSeek,Làm thế nào để liên hệ văn phòng tuyển sinh của HCMUT?,"Bạn có thể liên hệ văn phòng tuyển sinh của HCMUT qua các cách sau:  

1. **Trang web chính thức**: Truy cập [trang liên hệ](https://hcmut.edu.vn/contact) của HCMUT.  
2. **Địa chỉ**:  
   - Cơ sở Lý Thường Kiệt: 268 Lý Thường Kiệt, Phường 14, Quận 10, TP. HCM ([Bản đồ](https://www.google.com/maps/place/Ho+Chi+Minh+City+University+of+Technology)).  
3. **Hỗ trợ kỹ thuật** (nếu cần):  
   - Email: support@hcmut.edu.vn  
   - Điện thoại: (84-8) 38647256 (ext. 5200).  

Bạn nên kiểm tra trang web hoặc gọi trực tiếp để được hướng dẫn cụ thể hơn.",Gửi email đến admission@oisp.edu.vn hoặc xem mục Tuyển sinh trên hcmut.edu.vn để được hỗ trợ.,0.0,0,0,0.012099234649275122,0.16455696202531644,0.6537269949913025,13.84459870000137,
OpenAI,Làm thế nào để liên hệ văn phòng tuyển sinh của HCMUT?,Bạn có thể liên hệ với văn phòng tuyển sinh của HCMUT qua email: support@hcmut.edu.vn hoặc gọi điện thoại đến số (84-8) 38647256 - 5200.,Gửi email đến admission@oisp.edu.vn hoặc xem mục Tuyển sinh trên hcmut.edu.vn để được hỗ trợ.,0.0,0,0,0.02715948232800528,0.2857142857142857,0.6869435906410217,1.9244835999998031,
Grok,HCMUT có chương trình trao đổi sinh viên nào không?,"Có, Đại học Bách khoa TP. HCM (HCMUT) thường có các chương trình trao đổi sinh viên quốc tế, thường liên quan đến học bổng và hoạt động quốc tế. Bạn có thể kiểm tra chi tiết tại:

- Trang ""Học bổng - Giải thưởng"": [https://ssc.hcmut.edu.vn/hoc-bong-giai-thuong](https://ssc.hcmut.edu.vn/hoc-bong-giai-thuong)
- Trang chính HCMUT: [https://hcmut.edu.vn/](https://hcmut.edu.vn/)

Nếu cần hỗ trợ thêm, liên hệ bộ phận hỗ trợ qua email: support@hcmut.edu.vn hoặc số điện thoại: (84-8) 38647256 - 5200.","OISP cung cấp chương trình trao đổi sinh viên với các trường đối tác như Đại học Adelaide, Queensland, chi tiết tại http://oisp.hcmut.edu.vn/vi.",0.0,0,0,0.056882560717111445,0.2994011976047904,0.544174313545227,13.283961500004807,
DeepSeek,HCMUT có chương trình trao đổi sinh viên nào không?,"Có, HCMUT có các chương trình trao đổi sinh viên thông qua các hợp tác quốc tế. Bạn có thể tìm hiểu chi tiết tại trang [Học bổng - Giải thưởng](https://ssc.hcmut.edu.vn/hoc-bong-giai-thuong) hoặc liên hệ trực tiếp với phòng Đào tạo Quốc tế của trường để được hỗ trợ thêm.  

Nếu cần thông tin cụ thể hơn, bạn có thể gửi email đến **support@hcmut.edu.vn** hoặc gọi số **(84-8) 38647256 - 5200**.","OISP cung cấp chương trình trao đổi sinh viên với các trường đối tác như Đại học Adelaide, Queensland, chi tiết tại http://oisp.hcmut.edu.vn/vi.",0.0,0,0,0.06560007176491697,0.3076923076923077,0.5733639597892761,13.106832500001474,
OpenAI,HCMUT có chương trình trao đổi sinh viên nào không?,"Có, HCMUT có chương trình trao đổi sinh viên với nhiều trường đại học quốc tế. Bạn có thể tìm thêm thông tin chi tiết trên trang web của HCMUT hoặc liên hệ với văn phòng hỗ trợ sinh viên để biết thêm.","OISP cung cấp chương trình trao đổi sinh viên với các trường đối tác như Đại học Adelaide, Queensland, chi tiết tại http://oisp.hcmut.edu.vn/vi.",0.0,0,0,0.13989850285317126,0.4230769230769231,0.6349889636039734,1.5020654999971157,
